event_date,event_id,bout_key,fighter_a_id,fighter_b_id,fighter_a,fighter_b,winner_a,winner_name,method,finish_round,duration_minutes,age_diff,height_diff,reach_diff,height_missing_diff,reach_missing_diff,southpaw_diff,switch_diff,striker_style_diff,grappler_style_diff,prior_dwcs_bouts_diff,prior_dwcs_wins_diff,prior_dwcs_win_pct_diff,prior_dwcs_finish_pct_diff,prior_dwcs_ko_win_pct_diff,prior_dwcs_sub_win_pct_diff,prior_dwcs_dec_win_pct_diff,prior_dwcs_avg_duration_diff,prior_dwcs_over25_rate_diff,prior_dwcs_stats_available_diff,prior_dwcs_sig_landed_pm_diff,prior_dwcs_sig_attempted_pm_diff,prior_dwcs_sig_accuracy_diff,prior_dwcs_td_landed_per15_diff,prior_dwcs_td_attempted_per15_diff,prior_dwcs_td_accuracy_diff,prior_dwcs_kd_per15_diff,prior_dwcs_sub_attempts_per15_diff,global_history_available_diff,global_career_bouts_diff,global_career_wins_diff,global_career_losses_diff,global_career_win_pct_diff,global_recent3_win_pct_diff,global_recent5_win_pct_diff,global_career_finish_pct_diff,global_ko_win_pct_diff,global_sub_win_pct_diff,global_decision_win_pct_diff,global_finish_loss_pct_diff,global_avg_opp_win_pct_diff,global_avg_opp_elo_diff,global_quality_win_count_diff,global_elo_diff,global_major_bouts_diff,global_major_win_pct_diff,global_win_streak_diff,global_days_since_last_fight_diff
2017-07-11,400961602,400961602|2506260|2558159,2558159,2506260,azunna anyanwu,greg rebello,1,azunna anyanwu,KO-TKO,2,8.07,0.8542269861804144,2.539999999999992,10.160000000000023,0.0,0.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,2.0,-0.04040404040404044,0.0,-0.19999999999999996,0.15873015873015872,0.015873015873015817,0.14285714285714285,-0.15873015873015872,0.5,-0.14029842211660387,-17.22987300859154,-3.0,10.91960861553298,-1.0,0.5,-2.0,-344.0
2017-07-11,400961602,400961602|3020777|4237148,3020777,4237148,charles byrd,jamie pickett,1,charles byrd,SUBMISSION,1,4.92,4.8844261004675005,-10.159999999999997,-17.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2017-07-11,400961602,400961602|3122040|3928693,3122040,3928693,boston salmon,ricky turcios,1,boston salmon,DEC-UNA,3,15.0,2.540777702485336,0.0,-7.620000000000003,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.0,-9.0,1.0,-1.0,-1.0,-1.0,-0.3333333333333333,-0.3333333333333333,0.0,-0.6666666666666666,0.0,0.0829670329670329,-8.17276993210885,-3.0,-146.3334823079167,-2.0,-1.0,-9.0,1.0
2017-07-11,400961602,400961602|3128221|3961774,3961774,3128221,manny vazquez,joby sanchez,0,joby sanchez,DEC-UNA,3,15.0,-2.4066202591428976,10.160000000000023,10.159999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.03896103896103886,0.33333333333333337,0.20000000000000007,-0.19444444444444442,-0.25,0.05555555555555558,0.19444444444444448,0.0,0.059353911557231964,5.651074691174472,4.0,36.900518333940454,-1.0,0.6666666666666667,1.0,-34.0
2017-07-19,400966346,400966346|2553221|3024141,3024141,2553221,dan spohn,angel de anda,1,dan spohn,SUBMISSION,1,3.17,0.6242427975933822,20.319999999999997,,0.0,-1.0,1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2017-07-19,400966346,400966346|2557012|3895524,2557012,3895524,lazar stojadinovic,thanh le,0,thanh le,KO-TKO,2,6.58,-3.5647549230990343,-5.079999999999984,-16.50999999999999,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,6.0,-0.3157894736842105,-0.33333333333333337,-0.19999999999999996,-0.3846153846153846,-0.7692307692307692,0.38461538461538464,0.38461538461538464,0.5,-0.20765262049586986,-74.81638711962114,0.0,43.97342880360884,0.0,0.0,-3.0,0.0
2017-07-19,400966346,400966346|4030197|4082117,4030197,4082117,casey kenney,cee jay hamilton,1,casey kenney,DEC-UNA,3,15.0,-4.4490988863563246,2.5400000000000205,-10.159999999999997,0.0,0.0,1.0,-1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,
2017-07-19,400966346,400966346|4040925|4237605,4040925,4237605,sidney outlaw,michael cora,1,sidney outlaw,DEC-UNA,3,15.0,-2.6311286337159565,,-2.5400000000000205,-1.0,0.0,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,-0.5,-0.5,-0.5,0.0,-1.0,1.0,0.0,1.0,-0.26923076923076916,-15.39088038077989,0.0,-16.027112548146988,0.0,0.0,0.0,216.0
2017-07-19,400966346,400966346|4082018|4205093,4082018,4205093,alfred khashakyan,sean o'malley,0,sean o'malley,KO-TKO,1,4.23,6.2698070460036845,-7.620000000000003,-5.079999999999984,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-7.0,3.0,-0.6,-0.6666666666666667,-0.6,0.11111111111111116,0.2222222222222222,-0.1111111111111111,-0.1111111111111111,0.6666666666666666,0.1667099567099567,37.768259879210746,-1.0,-132.94815760119695,-2.0,-1.0,-9.0,0.0
2017-07-25,400966347,400966347|3087807|3111997,3111997,3087807,geoff neal,chase waldon,1,geoff neal,KO-TKO,1,1.93,,-7.620000000000003,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.0,-4.0,0.0,-0.05714285714285705,0.0,0.0,0.08333333333333337,0.375,-0.2916666666666667,-0.08333333333333331,0.0,0.1531230674087818,6.568321329380751,1.0,-43.00579148424845,0.0,0.0,0.0,-56.0
